"BUSLIC_ID","BUSLIC_TRADE_NAME","BUSLIC_PHONE_NUM","NAICS DESC","ADDRESS","BUSLIC_OPENDATE","BUSLIC_BUSINESS_ID","WKT"
730905,"CAFE ANCLAIR",2062092222,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","826 THOMAS ST, SEATTLE, WA 98109","01/18/2018",823978,"POINT (-122.339991 47.621001)"
767249,"YOUNG TEA",4258298791,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","2110 N 45TH ST, SEATTLE, WA 98103-6902","07/01/2021",853027,"POINT (-122.333079 47.661589)"
691937,"SOUND & FOG",2064848959,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","4735 40TH AVE SW, SEATTLE, WA 98116-4501","06/22/2016",795680,"POINT (-122.383204 47.559765)"
574922,"FULL TILT COLUMBIA CITY",2068603566,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","5101 RAINIER AVE S # 105, SEATTLE, WA 98118","06/01/2009",716749,"POINT (-122.283928 47.555981)"
799125,"HAYATI",2533762874,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","532 QUEEN ANNE AVE N, SEATTLE, WA 98109-4520","09/11/2024",833262,"POINT (-122.356423 47.624305)"
601600,"MILSTEAD & COMPANY",2069926296,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","754 N 34TH ST, SEATTLE, WA 98103-8801","04/01/2011",734771,"POINT (-122.348405 47.64963)"
761470,"HAPPY LEMON",4256774162,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","2245 8TH AVE # R1-1A, SEATTLE, WA 98121-1905","05/20/2020",847898,"POINT (-122.340213 47.61747)"
647947,"MOLLY MOONS HOMEMADE ICE CREAM",2067087947,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","2615 NE 46TH ST, SEATTLE, WA 98105-5041","11/08/2013",706878,"POINT (-122.299252 47.661533)"
696309,"KONVENE COFFEE",2064379909,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","500 MERCER ST # 202, SEATTLE, WA 98109-4654","10/15/2016",798627,"POINT (-122.34727 47.624731)"
773745,"CELINE PATISSERIE",2063352883,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","6801 GREENWOOD AVE N # 113A, SEATTLE, WA 98103-5268","01/03/2022",858244,"POINT (-122.355634 47.678883)"
648341,"TRIPOD COFFEE LLC",2062266744,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","5401 17TH AVE NW, SEATTLE, WA 98107-3818","01/03/2014",765637,"POINT (-122.37908 47.667791)"
760815,"MIDNIGHT COOKIE COMPANY",2065953149,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1058 N 39TH ST, SEATTLE, WA 98103-7921","03/01/2020",847361,"POINT (-122.344319 47.654081)"
773843,"EQUAL EXCHANGE",2067834955,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","14101 AURORA AVE N # A, SEATTLE, WA 98133","02/01/2021",741191,"POINT (-122.346761 47.731125)"
729178,"FRANKIE & JOS",2066506409,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1411 NW 70TH ST, SEATTLE, WA 98117-5340","03/01/2018",822716,"POINT (-122.374818 47.679409)"
562745,"STARBUCKS COFFEE   14247",2063183188,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","4115 4TH AVE S, SEATTLE, WA 98134","06/27/2008",105444,"POINT (-122.329915 47.566652)"
766568,"NATURAL SWEET PALACE",2067123922,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1833 BROADWAY, SEATTLE, WA 98122-2415","03/19/2021",852436,"POINT (-122.32105 47.618556)"
793105,"BOTTEGA GELATO",4258693670,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1425 1ST AVE, SEATTLE, WA 98101-2017","04/01/2024",873444,"POINT (-122.340172 47.608495)"
790622,"KOHITECTURE",2068908800,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","510 BROADWAY, SEATTLE, WA 98122-5679","12/01/2023",871475,"POINT (-122.320396 47.606547)"
778182,"HAPPY TEA",2064023935,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","14314 GREENWOOD AVE N # 2, SEATTLE, WA 98133-6879","01/04/2022",861711,"POINT (-122.355078 47.732872)"
688941,"DAIGER COFFEE CO LLC",2066504890,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1417 NW 54TH ST, SEATTLE, WA 98107-3742","05/15/2016",793685,"POINT (-122.374489 47.667669)"
118106,"STARBUCKS COFFEE   314",2062853711,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","2135 QUEEN ANNE AVE N, SEATTLE, WA 98119","04/29/1989",105444,"POINT (-122.35726 47.638208)"
697038,"CAFE RED",3302120873,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","7148 MARTIN LUTHER KING JR WAY S, SEATTLE, WA 98118-3522","10/01/2016",799108,"POINT (-122.280971 47.537541)"
643909,"THE JUICY CAFE",2066826960,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","701 5TH AVE # 201, SEATTLE, WA 98104","11/01/2013",729712,"POINT (-122.33072 47.604535)"
701870,"BENAROYA HONOR COFFEE",4252958786,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","200 UNIVERSITY ST, SEATTLE, WA 98101-3428","01/01/2017",802154,"POINT (-122.337171 47.60794)"
678427,"DREAM & ACHIEVE LLC",2063956586,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","6334A 34TH AVE SW, SEATTLE, WA 98126-3148","08/12/2015",786642,"POINT (-122.374809 47.545536)"
736200,"ADAS DISCOVERY CAFE",2069414010,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","800 E THOMAS ST, SEATTLE, WA 98102-5895","04/04/2018",827772,"POINT (-122.321717 47.621258)"
767598,"MA & POPS LLC",2065694976,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","13005 64TH AVE S # A103, SEATTLE, WA 98178-4630","05/30/2021",853336,"POINT (-122.254745 47.486845)"
790540,"CAFE HASLLA",4255022633,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","530 BROADWAY, SEATTLE, WA 98122-5329","10/12/2023",871401,"POINT (-122.320346 47.606725)"
790141,"FUEL COFFEE",4256691107,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","321 BROADWAY E, SEATTLE, WA 98102-5466","10/01/2023",598530,"POINT (-122.321343 47.621664)"
703879,"SEATTLE SUNSHINE COFFEE LLC",2064986210,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","5508 35TH AVE NE # 108, SEATTLE, WA 98105-2300","06/01/2016",803591,"POINT (-122.2899 47.668867)"
704104,"KORNMAN OF WA",2066190499,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","305 HARRISON ST, SEATTLE, WA 98109-4623","01/01/2017",803778,"POINT (-122.350858 47.621412)"
621324,"MOLLY MOONS HOMEMADE ICE CREAM",2064578854,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","321 W GALER ST, SEATTLE, WA 98119-3333","09/15/2011",706878,"POINT (-122.36154 47.63217)"
779913,"MIXT CAFE",2066982902,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","603 3RD AVE W # 304, SEATTLE, WA 98119-3896","10/29/2021",863071,"POINT (-122.361086 47.62477)"
694065,"COFFEE TREE & POKE",2133005566,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","613 9TH AVE, SEATTLE, WA 98104-2005","06/20/2016",797047,"POINT (-122.3254 47.605929)"
764584,"JORAM LLC",2532931757,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","2502 5TH AVE, SEATTLE, WA 98121-1516","01/01/2019",850621,"POINT (-122.345239 47.617786)"
775939,"PIKE STREET COFFEE",4254426032,"SNACK AND NONALCOHOLIC BEVERAGE BARS ","1501 WESTERN AVE # 300, SEATTLE, WA 98101-1570","05/01/2022",859947,"POINT (-122.341573 47.608359)"
