"OBJECTID","FULLNAME_L","FULLNAME_R","CITY_L","CITY_R","ZIP_L","ZIP_R","ROLL_LEN","Shape_Length","WKT"
138920,"ST Light Rail","ST Light Rail","Seattle","Seattle",98115,98115,8138.227,8138.22679855387,"LINESTRING (-122.328686 47.696773, -122.328662 47.696583, -122.328644 47.696398, -122.328635 47.696194, -122.328636 47.695797, -122.328623 47.69227, -122.328625 47.692001, -122.328617 47.691823, -122.328596 47.691478, -122.32858 47.691273, -122.32855 47.69109, -122.328513 47.690917, -122.328466 47.690742, -122.328405 47.690573, -122.328336 47.690405, -122.328232 47.690197, -122.328109 47.689977, -122.327976 47.689758, -122.327736 47.689399, -122.326917 47.688256, -122.326664 47.687918, -122.326496 47.687706, -122.326365 47.687572, -122.326159 47.687378, -122.325722 47.68701, -122.322976 47.684815, -122.319625 47.682131, -122.318416 47.681157, -122.318124 47.680916, -122.317846 47.680693, -122.31764 47.680517, -122.317456 47.680351, -122.317296 47.680189, -122.317132 47.68001, -122.316983 47.679836, -122.316844 47.679659, -122.31673 47.679496, -122.316627 47.679343, -122.316534 47.679184, -122.316441 47.679002, -122.316354 47.678813, -122.316275 47.678612, -122.316193 47.678356, -122.316141 47.678133, -122.3161 47.677912, -122.316075 47.677681, -122.316053 47.677158)"
138921,"ST Light Rail","ST Light Rail","Seattle","Seattle",98105,98105,5613.576,5613.57618410154,"LINESTRING (-122.314021 47.660754, -122.31403 47.663424, -122.314036 47.664122, -122.314052 47.664438, -122.314082 47.664752, -122.314124 47.665108, -122.314267 47.666049, -122.314772 47.668927, -122.315271 47.671713, -122.315464 47.672817, -122.315507 47.673069, -122.315552 47.673421, -122.315608 47.673896, -122.315706 47.674599, -122.315795 47.675402, -122.315815 47.675607, -122.315828 47.675785, -122.315832 47.676078)"
138922,"ST Light Rail","ST Light Rail","Seattle","Seattle",98125,98125,205.46,205.460182151606,"LINESTRING (-122.328228 47.703804, -122.328308 47.704365)"
139388,"ST Light Rail","ST Light Rail","Seattle","Seattle",98125,98125,160.83,160.830484569896,"LINESTRING (-122.328399 47.703799, -122.328399 47.703552, -122.328396 47.703358)"
139393,"ST Light Rail","ST Light Rail","Seattle","Seattle",98125,98125,207.815,207.815317211925,"LINESTRING (-122.328399 47.703799, -122.328308 47.704365)"
139395,"ST Light Rail","ST Light Rail","Seattle","Seattle",98125,98125,743.716,743.71641479873,"LINESTRING (-122.328663 47.70582, -122.328542 47.705482, -122.328503 47.705365, -122.32847 47.705245, -122.328441 47.705104, -122.328422 47.704991, -122.328407 47.70486, -122.328397 47.704723, -122.328399 47.703799)"
139456,"ST Light Rail","ST Light Rail","Lynnwood","Lynnwood",98036,98036,789.732,789.731570966011,"LINESTRING (-122.293063 47.816539, -122.292808 47.816685, -122.292619 47.816794, -122.292434 47.816881, -122.292233 47.816966, -122.291979 47.817047, -122.291754 47.817101, -122.291531 47.817144, -122.291378 47.817167, -122.291268 47.817174, -122.291096 47.817182, -122.290954 47.817184, -122.290119 47.817183)"
139457,"ST Light Rail","ST Light Rail","Lynnwood","Lynnwood",98036,98036,298.379,298.378840840645,"LINESTRING (-122.293163 47.816616, -122.294064 47.816104, -122.29409 47.816088)"
139458,"ST Light Rail","ST Light Rail","Lynnwood","Lynnwood",98036,98036,160.241,160.241277087945,"LINESTRING (-122.293549 47.816325, -122.293995 47.816004)"
139459,"ST Light Rail","ST Light Rail","Lynnwood","Lynnwood",98036,98036,158.566,158.565693133312,"LINESTRING (-122.29409 47.816088, -122.293549 47.816325)"
139629,"ST Light Rail","ST Light Rail","Seattle","Seattle",98125,98125,749.733,749.733198733374,"LINESTRING (-122.328228 47.703804, -122.328233 47.704578, -122.328246 47.704849, -122.328255 47.704967, -122.328265 47.705042, -122.328281 47.705119, -122.328303 47.705209, -122.32836 47.705401, -122.328401 47.705518, -122.32853 47.705838)"
139677,"ST Light Rail","ST Light Rail","Lynnwood","Lynnwood",98036,98036,300.825,300.825054330313,"LINESTRING (-122.293995 47.816004, -122.293063 47.816539)"
139678,"ST Light Rail","ST Light Rail","Lynnwood","Lynnwood",98036,98036,811.713,811.712890185796,"LINESTRING (-122.290108 47.817221, -122.291039 47.817228, -122.291189 47.817226, -122.29131 47.817224, -122.2914 47.817219, -122.291499 47.817209, -122.291607 47.817192, -122.291916 47.817138, -122.292187 47.817071, -122.292477 47.816975, -122.292629 47.816911, -122.292824 47.816807, -122.293021 47.816696, -122.293163 47.816616)"
139679,"ST Light Rail","ST Light Rail","Lynnwood","Lynnwood",98036,98036,8959.748,8959.74807279316,"LINESTRING (-122.29409 47.816088, -122.29482 47.815649, -122.295623 47.81519, -122.295856 47.815058, -122.296031 47.814948, -122.296207 47.814841, -122.296349 47.814747, -122.29654 47.814614, -122.29674 47.814464, -122.296913 47.814313, -122.297065 47.814178, -122.297223 47.814029, -122.297338 47.813899, -122.297411 47.813821, -122.297512 47.813697, -122.297653 47.813502, -122.297694 47.813445, -122.297795 47.813282, -122.298062 47.812783, -122.298442 47.812075, -122.298658 47.811729, -122.298738 47.811614, -122.298869 47.811447, -122.298995 47.811294, -122.299095 47.811186, -122.299201 47.811072, -122.299354 47.810929, -122.299565 47.810743, -122.29977 47.810577, -122.299889 47.810481, -122.300092 47.810329, -122.300335 47.810173, -122.30064 47.809994, -122.300866 47.80986, -122.301657 47.809443, -122.30267 47.808906, -122.303606 47.808416, -122.30434 47.808022, -122.304922 47.807709, -122.305884 47.807197, -122.306798 47.806706, -122.307774 47.806191, -122.308324 47.805894, -122.30958 47.80521, -122.310773 47.804582, -122.311131 47.804382, -122.311533 47.804128, -122.311798 47.803956, -122.312149 47.803706, -122.312456 47.803469, -122.312677 47.803289, -122.313118 47.802919, -122.313918 47.802258, -122.31434 47.801908, -122.314919 47.801417, -122.315346 47.801067, -122.315559 47.800878, -122.31572 47.800721, -122.315854 47.800575, -122.315937 47.800468, -122.316033 47.80032, -122.316094 47.800225, -122.316162 47.800092, -122.316224 47.799957, -122.316251 47.799867, -122.316285 47.799742, -122.316314 47.799618, -122.31633 47.79951, -122.316336 47.799437, -122.316337 47.799327, -122.316341 47.798649, -122.316339 47.797764, -122.316338 47.797729)"
140363,"ST Light Rail","ST Light Rail","Seattle","Seattle",98125,98125,6469.261,6469.26114873494,"LINESTRING (-122.323916 47.722779, -122.323916 47.722771, -122.323927 47.722329, -122.323937 47.722099, -122.323932 47.721857, -122.323926 47.721697, -122.323912 47.721463, -122.323898 47.721163, -122.323865 47.720781, -122.323839 47.720321, -122.323835 47.720077, -122.323843 47.719783, -122.323869 47.718981, -122.323886 47.718765, -122.323917 47.718466, -122.323957 47.718226, -122.324021 47.717941, -122.324082 47.717722, -122.324184 47.717415, -122.324332 47.717069, -122.324535 47.716672, -122.324801 47.716213, -122.325101 47.715819, -122.325756 47.714979, -122.326031 47.714607, -122.326124 47.714454, -122.326221 47.714296, -122.326293 47.714165, -122.326379 47.713997, -122.326774 47.713315, -122.326888 47.713141, -122.32703 47.712946, -122.327308 47.712595, -122.327693 47.712138, -122.328134 47.711578, -122.328389 47.71127, -122.328676 47.710801, -122.328804 47.710533, -122.328905 47.710298, -122.328979 47.710077, -122.329046 47.70982, -122.329098 47.709584, -122.329126 47.709387, -122.329151 47.709135, -122.329187 47.708319, -122.329194 47.707619, -122.329158 47.707333, -122.329099 47.707036, -122.329026 47.706737, -122.328974 47.706565, -122.328832 47.706136, -122.328663 47.70582)"
140364,"ST Light Rail","ST Light Rail","Seattle","Seattle",98125,98125,213.386,213.385754831563,"LINESTRING (-122.323894 47.723364, -122.323916 47.722779)"
140366,"ST Light Rail","ST Light Rail","Seattle","Seattle",98125,98125,106.642,106.642148054458,"LINESTRING (-122.323858 47.722776, -122.323859 47.722938, -122.323876 47.723067)"
140368,"ST Light Rail","ST Light Rail","Seattle","Seattle",98125,98125,108.116,108.116114071955,"LINESTRING (-122.323876 47.723067, -122.323888 47.723194, -122.323894 47.723364)"
140370,"ST Light Rail","ST Light Rail","Seattle","Seattle",98125,98125,108.081,108.080870303571,"LINESTRING (-122.323839 47.723362, -122.323845 47.723241, -122.323876 47.723067)"
140371,"ST Light Rail","ST Light Rail","Seattle","Seattle",98125,98125,105.797,105.79726453233,"LINESTRING (-122.323876 47.723067, -122.32389 47.722993, -122.323916 47.722779)"
140568,"ST Light Rail","ST Light Rail","Seattle","Seattle",98125,98125,214.117,214.116838597321,"LINESTRING (-122.323858 47.722776, -122.32385 47.723006, -122.323847 47.723228, -122.323839 47.723362)"
140570,"ST Light Rail","ST Light Rail","Seattle","Seattle",98125,98125,6460.238,6460.23790081047,"LINESTRING (-122.32853 47.705838, -122.328902 47.706802, -122.328969 47.706989, -122.329051 47.707365, -122.329077 47.7075, -122.329103 47.70773, -122.32911 47.707968, -122.32911 47.708147, -122.329105 47.708562, -122.329063 47.709184, -122.329041 47.709399, -122.329009 47.709643, -122.328956 47.709872, -122.328869 47.71018, -122.328814 47.710335, -122.328706 47.710586, -122.328578 47.710845, -122.328452 47.711056, -122.328338 47.711238, -122.328224 47.711382, -122.328039 47.711619, -122.327643 47.712113, -122.327164 47.712683, -122.327081 47.712793, -122.32683 47.713136, -122.326661 47.713398, -122.326441 47.71379, -122.326182 47.714247, -122.32584 47.714789, -122.325677 47.714995, -122.325385 47.715368, -122.325163 47.715651, -122.324881 47.716011, -122.32471 47.716263, -122.324572 47.716491, -122.324453 47.716691, -122.324361 47.71687, -122.324226 47.717167, -122.32411 47.717453, -122.323991 47.717827, -122.323912 47.718144, -122.323858 47.718448, -122.32383 47.718682, -122.323815 47.71888, -122.32379 47.719665, -122.32378 47.720028, -122.323781 47.720239, -122.323787 47.720416, -122.323836 47.721141, -122.323874 47.72176, -122.323875 47.72201, -122.323872 47.722378, -122.323858 47.722776)"
141656,"ST Light Rail","ST Light Rail","Seattle","Seattle",98103,98103,74.454,74.4536176125567,"LINESTRING (-122.328539 47.700106, -122.328535 47.700181, -122.328528 47.70031)"
142537,"ST Light Rail","ST Light Rail","Seattle","Seattle",98125,98125,5731.895,5731.89536781425,"LINESTRING (-122.32697 47.738648, -122.326622 47.738127, -122.326287 47.73759, -122.325934 47.737034, -122.325628 47.736541, -122.325363 47.73615, -122.324935 47.73547, -122.32472 47.735139, -122.324642 47.735017, -122.324337 47.734569, -122.324077 47.734152, -122.32396 47.733896, -122.323869 47.733616, -122.323817 47.733338, -122.323789 47.733106, -122.323773 47.732832, -122.323716 47.732017, -122.323714 47.731224, -122.323705 47.730705, -122.323719 47.730153, -122.323744 47.729106, -122.323803 47.725903, -122.323835 47.725024, -122.32385 47.724584, -122.323877 47.723825, -122.323894 47.723364)"
142538,"ST Light Rail","ST Light Rail","Shoreline","Shoreline",98155,98155,195.323,195.322689008241,"LINESTRING (-122.327277 47.739142, -122.326974 47.738654, -122.32697 47.738648)"
142539,"ST Light Rail","ST Light Rail","SeaTac","SeaTac",98158,98158,801.54,801.540344463137,"LINESTRING (-122.296861 47.444061, -122.296821 47.443505, -122.296755 47.441865)"
142540,"ST Light Rail","ST Light Rail","Seattle","Seattle",98118,98118,14933.92,14933.9200439462,"LINESTRING (-122.282499 47.53987, -122.283002 47.540845, -122.285222 47.54544, -122.28583 47.546651, -122.287222 47.549564, -122.289359 47.553978, -122.290044 47.555495, -122.290171 47.55575, -122.290912 47.556972, -122.292426 47.559366, -122.296473 47.565759, -122.296614 47.565997, -122.296712 47.566201, -122.296797 47.566428, -122.296854 47.566638, -122.29689 47.566851, -122.296906 47.567085, -122.296834 47.568479, -122.296856 47.570551, -122.296818 47.573304, -122.296807 47.573863, -122.296788 47.574824, -122.29679 47.57498, -122.296801 47.575104, -122.296823 47.575227, -122.296856 47.57535, -122.296899 47.575471, -122.296992 47.575662, -122.297111 47.575848, -122.298162 47.577231, -122.298244 47.577328, -122.298307 47.577392, -122.298399 47.577475, -122.298486 47.577543, -122.298579 47.577607, -122.298679 47.577667, -122.298784 47.577723, -122.29891 47.577781, -122.299126 47.577861, -122.299356 47.577924, -122.299553 47.577963, -122.300131 47.578061)"
142541,"ST Light Rail","ST Light Rail","Mountlake Terrace","Mountlake Terrace",98043,98043,101.651,101.6505286007,"LINESTRING (-122.316267 47.797731, -122.316298 47.797453)"
142542,"ST Light Rail","ST Light Rail","Shoreline","Shoreline",98155,98155,99.523,99.52268809944,"LINESTRING (-122.32721 47.739164, -122.32709 47.738903)"
142544,"ST Light Rail","ST Light Rail","Mountlake Terrace","Mountlake Terrace",98043,98043,198.818,198.817750292974,"LINESTRING (-122.316259 47.797186, -122.316261 47.797389, -122.316267 47.797731)"
142545,"ST Light Rail","ST Light Rail","SeaTac","SeaTac",98158,98158,165.36,165.360040139553,"LINESTRING (-122.296646 47.441865, -122.296709 47.442316)"
142689,"ST Light Rail","ST Light Rail","Shoreline","Shoreline",98155,98155,22159.252,22159.2517215869,"LINESTRING (-122.316324 47.797186, -122.316314 47.796804, -122.316316 47.796499, -122.31633 47.79619, -122.316354 47.795845, -122.316376 47.795635, -122.316418 47.79534, -122.316515 47.794859, -122.316693 47.793992, -122.316757 47.793642, -122.316794 47.793385, -122.31682 47.793163, -122.316835 47.792957, -122.316851 47.792631, -122.316864 47.792197, -122.316899 47.791771, -122.316922 47.791315, -122.316931 47.790837, -122.316928 47.790714, -122.316907 47.790586, -122.31686 47.790431, -122.316816 47.790278, -122.316757 47.790139, -122.316681 47.790006, -122.316599 47.789868, -122.316489 47.789727, -122.316355 47.789563, -122.316232 47.789422, -122.316122 47.789286, -122.31579 47.788875, -122.315719 47.788769, -122.315646 47.788636, -122.315566 47.788457, -122.3155 47.788295, -122.315248 47.787535, -122.314921 47.786568, -122.314887 47.786332, -122.314878 47.786158, -122.314859 47.784766, -122.314847 47.784047, -122.31485 47.783862, -122.314872 47.783647, -122.314916 47.783491, -122.314991 47.7833, -122.315125 47.78309, -122.315371 47.782721, -122.315702 47.782221, -122.315909 47.781893, -122.316005 47.781724, -122.316101 47.781578, -122.316201 47.781368, -122.316288 47.781161, -122.316411 47.780852, -122.316484 47.78062, -122.316536 47.780437, -122.316584 47.780239, -122.316643 47.77995, -122.31676 47.77937, -122.316958 47.778422, -122.31716 47.777418, -122.317364 47.776396, -122.317521 47.775668, -122.317586 47.775437, -122.317656 47.775222, -122.317757 47.77497, -122.317852 47.774744, -122.317981 47.774497, -122.318144 47.774202, -122.318378 47.77387, -122.318664 47.773505, -122.318936 47.773139, -122.319234 47.772765, -122.31958 47.772322, -122.319829 47.771999, -122.32042 47.771256, -122.320626 47.770979, -122.321059 47.770422, -122.321252 47.770137, -122.321385 47.769905, -122.321564 47.769573, -122.32168 47.769332, -122.321765 47.769121, -122.321863 47.768835, -122.321937 47.768543, -122.321997 47.768272, -122.322112 47.767791, -122.322198 47.767378, -122.322429 47.766343, -122.322547 47.76573, -122.322724 47.764965, -122.322815 47.764503, -122.322953 47.763864, -122.323025 47.76364, -122.323096 47.763375, -122.323196 47.762965, -122.323372 47.762446, -122.323606 47.762042, -122.323756 47.761823, -122.324027 47.761506, -122.324456 47.76104, -122.324946 47.760479, -122.325578 47.759774, -122.326253 47.75902, -122.326641 47.758597, -122.327388 47.757751, -122.327862 47.757233, -122.328001 47.757057, -122.32813 47.756904, -122.328281 47.756699, -122.328389 47.756541, -122.32846 47.756441, -122.328831 47.755775, -122.329051 47.755398, -122.329241 47.755027, -122.329352 47.754753, -122.32945 47.754476, -122.32954 47.754152, -122.329608 47.753866, -122.329659 47.753525, -122.32968 47.753291, -122.329689 47.753071, -122.329678 47.752784, -122.329656 47.752514, -122.329626 47.752293, -122.329581 47.752057, -122.329476 47.75166, -122.329375 47.751357, -122.329315 47.751195, -122.329267 47.751078, -122.328989 47.750414, -122.328782 47.749909, -122.328641 47.749494, -122.328546 47.749126, -122.328463 47.748598, -122.328452 47.74831, -122.328459 47.748016, -122.328471 47.747711, -122.328523 47.747304, -122.328616 47.746992, -122.328731 47.746587, -122.32901 47.745752, -122.329256 47.745043, -122.329327 47.744775, -122.329354 47.744698, -122.329404 47.744456, -122.329445 47.744174, -122.32946 47.743889, -122.329446 47.743633, -122.329422 47.743296, -122.329374 47.743028, -122.329305 47.742759, -122.329241 47.742553, -122.329139 47.742296, -122.329052 47.74208, -122.328915 47.74182, -122.328705 47.741436, -122.328556 47.741164, -122.328114 47.74047, -122.327618 47.739691, -122.327277 47.739142)"
142692,"ST Light Rail","ST Light Rail","Mountlake Terrace","Mountlake Terrace",98043,98043,100.913,100.912950400201,"LINESTRING (-122.316338 47.797729, -122.316298 47.797453)"
142693,"ST Light Rail","ST Light Rail","Mountlake Terrace","Mountlake Terrace",98043,98043,97.672,97.6717668517855,"LINESTRING (-122.316324 47.797186, -122.316298 47.797453)"
142694,"ST Light Rail","ST Light Rail","Mountlake Terrace","Mountlake Terrace",98043,98043,12247.825,12247.825300928,"LINESTRING (-122.322626 47.764823, -122.322154 47.76734, -122.321868 47.768596, -122.321745 47.769015, -122.321592 47.76939, -122.32141 47.769762, -122.321265 47.770021, -122.320924 47.770522, -122.320365 47.771244, -122.319417 47.772448, -122.318562 47.773554, -122.318341 47.773844, -122.318089 47.774225, -122.317946 47.774455, -122.317778 47.774783, -122.317659 47.77507, -122.317567 47.775307, -122.31751 47.775493, -122.317391 47.775969, -122.31724 47.776723, -122.316967 47.778053, -122.316735 47.779212, -122.31668 47.779481, -122.316472 47.780486, -122.316384 47.780786, -122.31629 47.78104, -122.316171 47.781322, -122.31604 47.781594, -122.315778 47.782018, -122.315578 47.78232, -122.315386 47.78261, -122.314975 47.783222, -122.314874 47.783406, -122.314795 47.783599, -122.314742 47.783788, -122.314709 47.783971, -122.314696 47.784137, -122.314695 47.784306, -122.314704 47.784793, -122.314715 47.785859, -122.314748 47.786138, -122.314803 47.786416, -122.31495 47.786876, -122.31526 47.787771, -122.315453 47.788344, -122.315556 47.7886, -122.31568 47.788803, -122.315745 47.788902, -122.316242 47.789507, -122.316476 47.789783, -122.316637 47.790023, -122.31674 47.790249, -122.316812 47.790483, -122.316853 47.790661, -122.316884 47.790838, -122.316874 47.791153, -122.316819 47.792072, -122.31677 47.792998, -122.316724 47.79344, -122.316639 47.793933, -122.316446 47.794846, -122.316361 47.795326, -122.316315 47.795616, -122.316295 47.79579, -122.316258 47.79635, -122.316253 47.796593, -122.316259 47.797186)"
142833,"ST Light Rail","ST Light Rail","SeaTac","SeaTac",98188,98188,1243.261,1243.26111967649,"LINESTRING (-122.297056 47.447466, -122.297054 47.447286, -122.297043 47.44673, -122.29703 47.446485, -122.297014 47.446206, -122.296922 47.444909, -122.296875 47.444255, -122.296861 47.444061)"
142834,"ST Light Rail","ST Light Rail","SeaTac","SeaTac",98158,98158,156.912,156.912358528099,"LINESTRING (-122.296861 47.444061, -122.296767 47.443635)"
142835,"ST Light Rail","ST Light Rail","Seattle","Seattle",98118,98118,6792.885,6792.8851264955,"LINESTRING (-122.279526 47.521664, -122.279306 47.522487, -122.278822 47.524303, -122.278772 47.524661, -122.278777 47.525001, -122.278837 47.525358, -122.278962 47.525728, -122.2803 47.528399, -122.280463 47.52882, -122.280575 47.529272, -122.280612 47.529536, -122.280628 47.529836, -122.280741 47.535862, -122.280789 47.536279, -122.280892 47.53667, -122.280972 47.536884, -122.281082 47.53712, -122.28154 47.538008, -122.282499 47.53987)"
142836,"ST Light Rail","ST Light Rail","Mountlake Terrace","Mountlake Terrace",98043,98043,97.918,97.9181765441434,"LINESTRING (-122.316259 47.797186, -122.316298 47.797453)"
142837,"ST Light Rail","ST Light Rail","SeaTac","SeaTac",98158,98158,165.186,165.186340332035,"LINESTRING (-122.296709 47.442316, -122.296755 47.441865)"
142838,"ST Light Rail","ST Light Rail","Seattle","Seattle",98118,98118,197.219,197.218958835083,"LINESTRING (-122.282822 47.540365, -122.282499 47.53987)"
142839,"ST Light Rail","ST Light Rail","SeaTac","SeaTac",98188,98188,6146.977,6146.9766162615,"LINESTRING (-122.297641 47.425096, -122.29761 47.425421, -122.297605 47.425719, -122.297595 47.42601, -122.297603 47.42629, -122.297639 47.426935, -122.297742 47.428728, -122.297858 47.430535, -122.297896 47.431261, -122.297915 47.431918, -122.29791 47.432367, -122.297886 47.432945, -122.29783 47.433594, -122.29777 47.43411, -122.297673 47.434721, -122.297499 47.435869, -122.297416 47.436349, -122.297359 47.436644, -122.297274 47.436901, -122.296968 47.437717, -122.296788 47.438175, -122.296683 47.438515, -122.296632 47.438812, -122.296592 47.439225, -122.296582 47.439633, -122.296591 47.440103, -122.296617 47.440592, -122.296625 47.44094, -122.296646 47.441865)"
142840,"ST Light Rail","ST Light Rail","Shoreline","Shoreline",98155,98155,97.682,97.6817917478065,"LINESTRING (-122.32709 47.738903, -122.326904 47.738666)"
142841,"ST Light Rail","ST Light Rail","SeaTac","SeaTac",98158,98158,806.592,806.591716898632,"LINESTRING (-122.296646 47.441865, -122.296651 47.442056, -122.296667 47.442657, -122.296709 47.444076)"
142842,"ST Light Rail","ST Light Rail","Shoreline","Shoreline",98155,98155,196.366,196.365681620084,"LINESTRING (-122.326904 47.738666, -122.32721 47.739164)"
142843,"ST Light Rail","ST Light Rail","Shoreline","Shoreline",98155,98155,97.687,97.6869468294643,"LINESTRING (-122.32709 47.738903, -122.32697 47.738648)"
142844,"ST Light Rail","ST Light Rail","SeaTac","SeaTac",98158,98158,481.312,481.311874135891,"LINESTRING (-122.296709 47.442316, -122.296767 47.443635)"
142845,"ST Light Rail","ST Light Rail","Shoreline","Shoreline",98155,98155,9909.734,9909.73394066108,"LINESTRING (-122.32721 47.739164, -122.327216 47.739173, -122.327567 47.739748, -122.327969 47.740369, -122.328467 47.741157, -122.328797 47.741737, -122.328931 47.741973, -122.329063 47.742242, -122.329177 47.742539, -122.329276 47.742865, -122.329327 47.743095, -122.329357 47.743349, -122.329369 47.743741, -122.329383 47.744182, -122.329299 47.744673, -122.329215 47.744989, -122.329013 47.745523, -122.328815 47.746171, -122.328566 47.746912, -122.328459 47.747298, -122.328409 47.747678, -122.328383 47.748092, -122.328395 47.748497, -122.328425 47.748798, -122.328522 47.749284, -122.328628 47.749655, -122.32885 47.750246, -122.329018 47.750643, -122.32926 47.751204, -122.329352 47.75144, -122.329401 47.751615, -122.32948 47.751901, -122.329539 47.752173, -122.329573 47.752377, -122.329604 47.752661, -122.329615 47.752925, -122.329619 47.753114, -122.329609 47.753326, -122.329585 47.753545, -122.32955 47.753795, -122.329505 47.754018, -122.329352 47.754569, -122.329317 47.754695, -122.329174 47.75503, -122.329021 47.75533, -122.328858 47.755612, -122.328332 47.756542, -122.327837 47.757187, -122.327767 47.757259, -122.327114 47.757987, -122.326303 47.758893, -122.325766 47.759504, -122.325463 47.759837, -122.324621 47.76078, -122.323852 47.761644, -122.323626 47.761949, -122.323473 47.762166, -122.32331 47.762465, -122.323131 47.762958, -122.322818 47.764062, -122.322626 47.764823)"
142846,"ST Light Rail","ST Light Rail","Seattle","Seattle",98118,98118,14720.787,14720.7867331602,"LINESTRING (-122.300149 47.577996, -122.299627 47.577928, -122.299442 47.577897, -122.299322 47.57787, -122.299201 47.577837, -122.299086 47.577802, -122.298986 47.577762, -122.298876 47.577714, -122.298756 47.577654, -122.298657 47.577597, -122.29855 47.577526, -122.298463 47.57746, -122.298372 47.57738, -122.2983 47.577306, -122.298219 47.577211, -122.297168 47.575828, -122.29705 47.575644, -122.296958 47.575453, -122.29692 47.575348, -122.296887 47.575226, -122.296865 47.575103, -122.296854 47.57498, -122.296852 47.574825, -122.296871 47.573854, -122.296882 47.573296, -122.29692 47.570607, -122.296899 47.568474, -122.296909 47.568177, -122.296965 47.567298, -122.296971 47.567122, -122.296964 47.566945, -122.296943 47.566768, -122.296909 47.566593, -122.29686 47.566419, -122.296806 47.566266, -122.296741 47.566114, -122.296665 47.565966, -122.296573 47.565809, -122.292492 47.55936, -122.290884 47.556816, -122.290356 47.555951, -122.290189 47.555653, -122.290088 47.555443, -122.28961 47.554374, -122.28942 47.553965, -122.288153 47.551331, -122.287283 47.549551, -122.285891 47.546638, -122.285283 47.545426, -122.283063 47.540831, -122.282822 47.540365)"
142972,"ST Light Rail","ST Light Rail","SeaTac","SeaTac",98188,98188,1239.233,1239.23321226232,"LINESTRING (-122.296709 47.444076, -122.296715 47.444213, -122.29677 47.444916, -122.296866 47.446057, -122.296871 47.446131, -122.296873 47.446223, -122.296882 47.446326, -122.296897 47.446471, -122.296939 47.446781, -122.296959 47.446915, -122.296969 47.446982, -122.296978 47.447067, -122.296984 47.447155, -122.296989 47.447236, -122.296994 47.447467)"
142973,"ST Light Rail","ST Light Rail","Shoreline","Shoreline",98155,98155,98.423,98.4228283833493,"LINESTRING (-122.327277 47.739142, -122.32709 47.738903)"
142974,"ST Light Rail","ST Light Rail","SeaTac","SeaTac",98158,98158,161.412,161.412165549516,"LINESTRING (-122.296767 47.443635, -122.296726 47.443887, -122.296709 47.444076)"
142975,"ST Light Rail","ST Light Rail","Seattle","Seattle",98118,98118,6979.631,6979.63066821465,"LINESTRING (-122.282822 47.540365, -122.281602 47.537996, -122.281143 47.537106, -122.28102 47.536836, -122.28095 47.536646, -122.280894 47.536454, -122.280851 47.53626, -122.280822 47.536065, -122.280808 47.535901, -122.280802 47.535732, -122.280691 47.529779, -122.280667 47.529454, -122.280615 47.529144, -122.280569 47.528955, -122.280512 47.528767, -122.280435 47.528557, -122.280356 47.528373, -122.279148 47.525979, -122.279056 47.525785, -122.278996 47.525632, -122.278946 47.525477, -122.278907 47.525321, -122.278878 47.525164, -122.278858 47.524966, -122.278856 47.524768, -122.27887 47.52457, -122.278901 47.524373, -122.278952 47.524168, -122.279209 47.523292, -122.27942 47.522508, -122.279642 47.521678)"
146479,"ST Light Rail","ST Light Rail","SeaTac","SeaTac",98188,98188,6145.687,6145.68727677423,"LINESTRING (-122.296755 47.441865, -122.296687 47.440147, -122.296672 47.439597, -122.296671 47.439208, -122.296709 47.438879, -122.296776 47.438469, -122.296878 47.438096, -122.297114 47.437488, -122.297303 47.436977, -122.297406 47.436671, -122.297476 47.436398, -122.297519 47.436179, -122.29781 47.434309, -122.297862 47.433889, -122.297907 47.433494, -122.297963 47.432765, -122.297983 47.432203, -122.297975 47.431679, -122.297943 47.430789, -122.297862 47.429391, -122.297669 47.426266, -122.297665 47.425871, -122.297687 47.425369, -122.297702 47.425096)"
146481,"ST Light Rail","ST Light Rail","Seattle","Seattle",98125,98125,5738.6,5738.60049109596,"LINESTRING (-122.323839 47.723362, -122.323804 47.724014, -122.323781 47.724812, -122.323755 47.725591, -122.32373 47.726434, -122.323719 47.727096, -122.323705 47.727937, -122.323694 47.728544, -122.323682 47.729255, -122.323665 47.730217, -122.323658 47.731099, -122.323646 47.731862, -122.323647 47.731994, -122.323667 47.732299, -122.323692 47.7326, -122.323745 47.733246, -122.323756 47.733344, -122.323786 47.733512, -122.323829 47.733665, -122.323866 47.733792, -122.323995 47.734087, -122.324072 47.734256, -122.324178 47.734426, -122.32432 47.734695, -122.32451 47.735026, -122.324859 47.735589, -122.325295 47.73625, -122.325696 47.736899, -122.325965 47.737298, -122.326292 47.737747, -122.32662 47.738208, -122.32686 47.738595, -122.326904 47.738666)"
146482,"ST Light Rail","ST Light Rail","Mountlake Terrace","Mountlake Terrace",98043,98043,197.926,197.925718731776,"LINESTRING (-122.316338 47.797729, -122.316324 47.797186)"
147215,"Transit Tunnel AcRd","Transit Tunnel AcRd","Seattle","Seattle",98104,98104,1415.715,1415.71495824214,"LINESTRING (-122.327919 47.598936, -122.327928 47.599195, -122.327934 47.599729, -122.327952 47.599858, -122.327989 47.599968, -122.328076 47.600136, -122.328185 47.600275, -122.328329 47.600394, -122.328724 47.600679, -122.329112 47.600938, -122.330058 47.601603, -122.330387 47.601826, -122.330525 47.601937, -122.330701 47.602115)"
